user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,conflict_count,has_conflict,age,signup_year,signup_month,signup_date,account_age_days
USR34629,Tristan Batta,RCZLC0219P,844372465607,1967-12-24,Bengaluru,Karnataka,52591.0,Student,,Verified,HIGH,0,0,58.724161533196444,,,,
USR74675,Charvi De,JEGEI7310P,,1963-02-20,Pune,Maharashtra,,Unemployed,,Verified,HIGH,0,0,63.564681724846,,,,
USR56066,Krish Bhagat,YRAUS9113V,343857020583,1987-08-17,Amritsar,Punjab,,Unemployed,,Pending,MEDIUM,1,1,39.07734428473648,,,,
USR_70077,Thomas Toor,OCLWW1703W,596806217119,,Ludhiana,Punjab,34555.0,Business Owner,,Verified,LOW,0,0,,,,,
USR60660,Januja Hegde,PTPUB0548B,645431066981,1984-02-06,Delhi,Delhi,12888.0,Student,,Rejected,LOW,0,0,42.60369609856263,,,,
USR61064,HIRAL APTE,THGUE8326X,424679919815,1988-11-06,Mumbai,Maharashtra,,Freelancer,,Verified,LOW,0,0,37.85352498288843,,,,
USR74908,SiddharthGolla,,067735664784,1977-05-16,Delhi,Delhi,,Self Employed,,Verified,LOW,0,0,49.3305954825462,,,,
USR14452,Oscar Balasubramanian,,635556050835,1998-10-21,Jalandhar,Punjab,,Salaried,,Pending,MEDIUM,0,0,27.89869952087611,,,,
USR-87358,REYANSH RASTOGI,KIGEN1614E,,2002-07-18,Jalandhar,Punjab,33519.0,Freelancer,,Verified,LOW,0,0,24.15879534565366,,,,
USR90523,Abhimanyu Kar,CBGML0934V,005834611222,,Jalandhar,Punjab,13913.0,Business Owner,,Pending,LOW,0,0,,,,,
USR-79647,Nisha Nath,GHAVA7033O,409472433473,1961-02-10,Bengaluru,Karnataka,18487.0,Retired,,Pending,LOW,0,0,65.59069130732375,,,,
USR_76384,Lopa Kara,OQIQF6837O,289889328583,1999-08-30,Jalandhar,Punjab,14801.0,Self Employed,,Verified,UNKNOWN,0,0,27.041752224503764,,,,
USR12730,Omisha Pillai,,947750676669,,Amritsar,Punjab,26701.0,Gig Worker,,Verified,MEDIUM,0,0,,,,,
USR18246,kamala saraf,YXBJF0350E,500240399219,1967-08-18,Jaipur,Rajasthan,25434.0,Self Employed,,Verified,LOW,0,0,59.07460643394935,,,,
USR46650,aachal saran,YMNHI8336Q,606130078674,2006-01-28,Amritsar,Punjab,33664.0,Student,,Pending,LOW,0,0,20.62696783025325,,,,
USR15350,caleb chopra,QWZEP1855I,,1964-04-05,Hyderabad,Telangana,40370.0,Business Owner,,Verified,LOW,0,0,62.44216290212184,,,,
USR40030,Rachita Kade,ARFKK0762X,430770357963,1989-01-23,Lucknow,Uttar Pradesh,25291.0,Freelancer,,Verified,LOW,0,0,37.63997262149213,,,,
USR43710,Rajata Hans,EYQKZ5119R,691481224973,1961-07-26,Amritsar,Punjab,53032.0,Farmer,,Verified,LOW,1,1,65.13620807665983,,,,
USR31098,Tarak Bawa,BESQF4234U,292677475613,1993-02-04,Bengaluru,Karnataka,13065.0,Retired,,Verified,LOW,0,0,33.607118412046546,,,,
USR54734,Gunbir Deshpande,IDXQF0510L,134626062051,1980-08-23,Mumbai,Maharashtra,,Business Owner,,Rejected,UNKNOWN,1,1,46.05886379192334,,,,
USR_19561,CHATURA NAZARETH,BFPOA2806P,468041702981,1993-10-19,Lucknow,Uttar Pradesh,26649.0,Freelancer,2025-02-27 05:47:01,Verified,LOW,0,0,32.903490759753595,2025.0,2.0,2025-02-27,564.0
USR12496,Aishani Acharya,ICDAU8289I,,1988-06-15,Hyderabad,Telangana,20881.0,Gig Worker,,Verified,LOW,9,1,38.247775496235455,,,,
USR30699,Gaurangi Dara,SSOCB8096N,692037434026,,Delhi,Delhi,29511.0,Freelancer,,Verified,MEDIUM,0,0,,,,,
USR87304,HARSH OOMMEN,JEFRO0564I,738182418090,1995-07-23,Amritsar,Punjab,17743.0,Self Employed,,Pending,HIGH,0,0,31.145790554414784,,,,
USR60538,Sarthak Sarna,PYWCK8123K,436115453606,1988-01-17,Jaipur,Rajasthan,32026.0,Freelancer,2026-01-14 07:35:18,Verified,MEDIUM,0,0,38.65845311430527,2026.0,1.0,2026-01-14,243.0
USR82773,Shravya Soni,QZGNV1098C,938683262989,2004-12-02,Lucknow,Uttar Pradesh,39360.0,Student,,Pending,MEDIUM,0,0,21.782340862423,,,,
USR73278,anay nanda,YMBOV3025S,,1997-04-28,Amritsar,Punjab,,Business Owner,,Verified,MEDIUM,0,0,29.37987679671458,,,,
USR20945,Ethan Bedi,,645940837649,1988-11-25,Lucknow,Uttar Pradesh,14378.0,Unemployed,,Verified,LOW,0,0,37.80150581793292,,,,
USR56745,Nidhi Sundaram,UZQFK6028E,,,Lucknow,Uttar Pradesh,23957.0,Business Owner,2026-02-05 19:48:32,Verified,MEDIUM,0,0,,2026.0,2.0,2026-02-05,220.0
USR94234,Yuvraj Sura,APAJP7469Q,719929885432,,Lucknow,Uttar Pradesh,20860.0,Student,,Verified,LOW,0,0,,,,,
USR73806,Anirudh Kakar,EYADC1355R,,1986-07-18,Amritsar,Punjab,32488.0,Unemployed,,Verified,LOW,0,0,40.158795345653665,,,,
USR97658,Eiravati Chaudhary,SLJXA1147V,315469473570,1969-12-03,Kolkata,West Bengal,41040.0,Gig Worker,,Rejected,LOW,0,0,56.780287474332646,,,,
USR85416,Divya Sehgal,XWGHA1519Z,884696161464,,Lucknow,Uttar Pradesh,,Self Employed,,Verified,MEDIUM,0,0,,,,,
USR_13554,Zashi1 Das,IGSWA3546X,706145035595,2005-12-11,Pune,Maharashtra,20123.0,Retired,,Verified,LOW,0,0,20.758384668035593,,,,
USR68013,Warjas Nigam,QPXIS5980D,,1985-08-31,Hyderabad,Telangana,36754.0,Business Owner,,Verified,MEDIUM,9,1,41.03764544832307,,,,
USR36576,IshitaJoshi,ZJQGG2585L,217611403460,1960-08-09,Jaipur,Rajasthan,20218.0,Business Owner,,Verified,MEDIUM,9,1,66.09719370294319,,,,
USR80426,Shaurya Kuruvi11a,XRKMM4661L,,1981-06-04,Ludhiana,Punjab,18287.0,Freelancer,,Pending,LOW,0,0,45.27857631759069,,,,
USR78580,Pallavi Butala,OKVHE2871O,,1968-04-05,Ludhiana,Punjab,,Business Owner,,Verified,LOW,1,1,58.44216290212184,,,,
USR96581,Arunima Vig,OTCFH5500J,743093782310,2000-08-24,Hyderabad,Telangana,29043.0,Farmer,,Verified,LOW,0,0,26.05612594113621,,,,
USR98517,Gaurangi Kara,TTXGQ2209X,,1989-08-22,Hyderabad,Telangana,19127.0,Salaried,,Verified,LOW,9,1,37.06228610540725,,,,
USR79101,Ikshita Dutt,PQFJC9631I,410521995187,1996-03-11,Delhi,Delhi,39043.0,Business Owner,2025-03-03 02:07:37,Pending,LOW,1,1,30.510609171800137,2025.0,3.0,2025-03-03,560.0
USR_90663,Unnati Mann,DHVJX9107V,287869458210,1988-01-05,Pune,Maharashtra,62775.0,Unemployed,2026-03-13 20:51:26,Verified,MEDIUM,0,0,38.691307323750856,2026.0,3.0,2026-03-13,184.0
USR31384,Yutika Gopal,FYAHZ4871Z,661896581691,1977-09-18,Delhi,Delhi,21480.0,Retired,,Verified,MEDIUM,0,0,48.988364134154686,,,,
USR61975,Zehaan Ray,HWFYD8808P,142195363385,1967-12-14,Chennai,Tamil Nadu,12285.0,Farmer,,Verified,LOW,0,0,58.75154004106776,,,,
USR66609,CHAMPAK JOHAL,EIUWM4069G,132553821562,1969-05-04,Pune,Maharashtra,32303.0,Business Owner,2024-12-10 06:24:34,Verified,LOW,1,1,57.36344969199179,2024.0,12.0,2024-12-10,643.0
USR75646,Leela Doctor,,175898898527,1997-06-24,Bengaluru,Karnataka,32256.0,Gig Worker,,Verified,LOW,0,0,29.22381930184805,,,,
USR73360,GAUTAM MANNAN,UCIRO4638G,,1989-07-14,Lucknow,Uttar Pradesh,,Business Owner,,Verified,MEDIUM,9,1,37.16906228610541,,,,
USR81438,Sanya Vasa,,,2000-09-06,Kolkata,West Bengal,,Retired,,Verified,LOW,0,0,26.02053388090349,,,,
USR98755,Yagnesh Wali,TVBIK6952S,,1983-01-21,Amritsar,Punjab,,Self Employed,,Verified,LOW,0,0,43.64681724845996,,,,
USR45361,Krisha Bir,TVMDU8118A,605246179521,,Jalandhar,Punjab,12196.0,Self Employed,,Verified,LOW,0,0,,,,,
USR26817,vaishnavi lad,IMLSX9859Z,261253435162,1980-06-04,Chennai,Tamil Nadu,,Student,,Verified,LOW,0,0,46.27789185489391,,,,
USR67897,Krishna Mann,IREWX5253V,,,Bengaluru,Karnataka,62089.0,Gig Worker,,Pending,MEDIUM,8,1,,,,,
USR16810,Samesh De,AWQFG9072A,843305185480,1968-08-13,Chennai,Tamil Nadu,,Salaried,,Rejected,UNKNOWN,6,1,58.08624229979466,,,,
USR69846,Upasna Palan,QVDZC4163W,885114414693,1979-04-01,Pune,Maharashtra,25867.0,Salaried,,Verified,HIGH,8,1,47.455167693360714,,,,
USR93591,Aadhya Bera,ITOLF3100K,871992939018,2001-12-19,Jaipur,Rajasthan,,Retired,,Verified,MEDIUM,0,0,24.736481861738536,,,,
USR46674,Kai Chaudhry,LRXBD4485O,630464716515,,Pune,Maharashtra,24656.0,Business Owner,,Verified,MEDIUM,10,1,,,,,
USR11263,Kala Mannan,JRJAD4625Y,,1984-06-24,Bengaluru,Karnataka,21356.0,Farmer,,Verified,LOW,9,1,42.223134839151264,,,,
USR40979,Akshay Kade,HFADL5441M,291503952561,1993-03-03,Ludhiana,Punjab,,Freelancer,,Verified,LOW,1,1,33.53319644079398,,,,
USR-71725,Ekaraj Subramaniam,JWCYR5770D,896057058368,1995-06-21,Mumbai,Maharashtra,,Retired,,Verified,LOW,1,1,31.23340177960301,,,,
USR63164,Gaurika Aggarwal,HACSZ1542J,047639110021,1985-12-12,Kolkata,West Bengal,,Farmer,,Pending,MEDIUM,10,1,40.75564681724846,,,,
USR49862,tejas sawhney,DDWWJ0523A,902767477939,1992-10-22,Chennai,Tamil Nadu,85072.0,Unemployed,,Rejected,LOW,0,0,33.894592744695416,,,,
USR73587,Orinder Kala,VJOEP9168J,,1993-06-22,Lucknow,Uttar Pradesh,53107.0,Student,,Verified,MEDIUM,10,1,33.229295003422315,,,,
USR53365,Vihaan Palla,PRPWM1173B,,1962-08-04,Pune,Maharashtra,11146.0,Freelancer,,Verified,LOW,1,1,64.11225188227242,,,,
USR-13887,Vanya Pathak,HNNGS7364S,071005914730,,Chennai,Tamil Nadu,,Business Owner,,Verified,LOW,0,0,,,,,
USR48972,HARSH LUTHRA,YDPDC0609O,,2006-06-11,Hyderabad,Telangana,11987.0,Student,,Pending,LOW,0,0,20.26009582477755,,,,
USR18616,Tripti Yogi,EKJHF6926C,340397300270,1996-02-18,Jalandhar,Punjab,47303.0,Business Owner,,Verified,LOW,0,0,30.570841889117045,,,,
USR76312,Adweta Brahmbhatt,DFQBU1708T,,1996-11-04,Mumbai,Maharashtra,,Freelancer,,Verified,LOW,9,1,29.859000684462696,,,,
USR68171,Jeremiah Jhaveri,OZKXF8339O,,1979-12-03,Jalandhar,Punjab,10048.0,Salaried,,Verified,LOW,10,1,46.78165639972622,,,,
83961,Jonathan Swaminathan,ATCDE3553E,600607706470,1999-07-25,Hyderabad,Telangana,18904.0,Student,,Verified,LOW,0,0,27.140314852840522,,,,
USR47883,EKANI KARAN,JCIZM5350D,592149632547,1990-11-30,Lucknow,Uttar Pradesh,19223.0,Retired,,Verified,LOW,0,0,35.78918548939083,,,,
USR10650,Ishaan Munshi,BKQBT5543F,,1999-08-08,Jaipur,Rajasthan,33339.0,Student,,Verified,MEDIUM,0,0,27.10198494182067,,,,
USR25953,Shivani Parmer,UYVJV0601B,333881618602,1973-12-26,Kolkata,West Bengal,24362.0,Business Owner,,Verified,MEDIUM,0,0,52.71731690622861,,,,
USR46632,Fiyaz Acharya,UWPVY8247U,499734219025,,Bengaluru,Karnataka,21393.0,Self Employed,2024-07-04 05:36:56,Verified,LOW,9,1,,2024.0,7.0,2024-07-04,802.0
USR36028,Diya Kalita,GLNRZ0739U,,1964-02-29,Bengaluru,Karnataka,,Unemployed,,Pending,MEDIUM,10,1,62.54072553045859,,,,
USR89064,Aachal Nadig,VFSXK0594X,428803554064,1991-10-17,Ludhiana,Punjab,20833.0,Farmer,2024-10-28 01:44:50,Verified,HIGH,0,0,34.91033538672142,2024.0,10.0,2024-10-28,686.0
USR51540,ShauryaShah,OTGKI3180V,,1988-10-17,Pune,Maharashtra,32825.0,Farmer,,Verified,LOW,10,1,37.908281998631075,,,,
USR31645,Abeer Ramachandran,,700997133619,1983-10-31,Pune,Maharashtra,,Unemployed,2024-10-19 16:16:49,Verified,LOW,9,1,42.87200547570158,2024.0,10.0,2024-10-19,694.0
USR89370,Alexander Sunder,SBSFW4687P,593471380109,1971-08-31,Ludhiana,Punjab,,Gig Worker,,Verified,MEDIUM,0,0,55.03901437371663,,,,
USR91656,Qarin Setty,IZPSJ4424N,,,Jaipur,Rajasthan,66776.0,Student,,Verified,MEDIUM,0,0,,,,,
USR-38436,Bakhshi Goel,,579734040261,,Chennai,Tamil Nadu,,Salaried,,Verified,MEDIUM,0,0,,,,,
USR13262,Krishna Patla,UGLZU7084J,,1968-11-28,Jaipur,Rajasthan,31483.0,Retired,,Pending,MEDIUM,10,1,57.79329226557152,,,,
USR66552,Luke Hayer,NQOCF1670I,,,Pune,Maharashtra,,Salaried,,Verified,MEDIUM,8,1,,,,,
USR72882,Jagdish Kara,WJJCN9880A,318806987028,,Bengaluru,Karnataka,59626.0,Farmer,,Rejected,LOW,0,0,,,,,
USR94886,EthanOommen,AGJWK8434F,786221130358,1984-08-10,Bengaluru,Karnataka,40818.0,Retired,,Pending,MEDIUM,0,0,42.09445585215606,,,,
USR20761,bakhshi chawla,PAMQA3014Q,548405151798,1962-02-26,Chennai,Tamil Nadu,66650.0,Salaried,,Rejected,LOW,9,1,64.54757015742642,,,,
USR75362,Wahab Palan,YHRQB1027P,807107278239,1988-08-26,Jalandhar,Punjab,26220.0,Farmer,,Pending,LOW,0,0,38.050650239561946,,,,
USR66890,Lucky Lall,JSKXB0519R,606400828554,1988-05-30,Ludhiana,Punjab,22553.0,Unemployed,,Verified,MEDIUM,1,1,38.29158110882957,,,,
USR29089,Atharv Jaggi,,147712496450,2001-08-18,Jaipur,Rajasthan,17143.0,Freelancer,,Verified,LOW,0,0,25.073237508555785,,,,
USR41327,ANIKA SHARMA,MRUPJ8352I,131631356219,1972-11-20,Delhi,Delhi,37414.0,Gig Worker,,Verified,LOW,0,0,53.81519507186858,,,,
USR55419,Farhan Goswami,RNRIV7232F,702092064052,2003-07-11,Ludhiana,Punjab,54581.0,Self Employed,,Verified,HIGH,8,1,23.17864476386037,,,,
USR22997,anamika nadkarni,MIKOQ3150E,458766721477,1976-12-10,Delhi,Delhi,,Retired,,Verified,LOW,0,0,49.76043805612594,,,,
USR99873,Alka Dua,QRLTF8337S,,1962-04-26,Lucknow,Uttar Pradesh,59447.0,Farmer,,Pending,LOW,10,1,64.38603696098562,,,,
USR48902,NILIMA KHALSA,TPZXN1151R,159721594647,1963-06-20,Hyderabad,Telangana,39900.0,Retired,,Verified,LOW,9,1,63.23613963039014,,,,
USR91686,Quincy D’Alia,ZKZQI4059T,,2006-08-14,Pune,Maharashtra,34133.0,Gig Worker,,Verified,LOW,0,0,20.084873374401095,,,,
USR-33925,Aryan Ramachandran,QSQGE3457S,748497558191,2000-05-01,Mumbai,Maharashtra,27724.0,Retired,,Verified,LOW,0,0,26.3709787816564,,,,
USR98937,tanveer dua,PSCSG3383E,137262592669,1972-07-10,Lucknow,Uttar Pradesh,18035.0,Business Owner,,Verified,LOW,0,0,54.17932922655715,,,,
USR_62475,Ekta Bhardwaj,QGIDX0066Z,258701451263,1985-02-28,Amritsar,Punjab,8542.0,Salaried,,Pending,LOW,0,0,41.541409993155376,,,,
USR70854,Ryan Bhardwaj,SDHJZ3783R,113926864937,1986-08-21,Kolkata,West Bengal,,Salaried,,Rejected,LOW,0,0,40.06570841889117,,,,
USR-99093,Damini Anand,,179958040496,1983-03-01,Pune,Maharashtra,14879.0,Salaried,,Verified,LOW,0,0,43.540041067761805,,,,
USR52129,Amol Lad,,347684169113,1960-11-17,Jaipur,Rajasthan,28542.0,Gig Worker,,Pending,MEDIUM,0,0,65.82340862422998,,,,
USR49815,Gauri Raghavan,XBJEE7741V,,1999-07-07,Bengaluru,Karnataka,16760.0,Business Owner,2024-05-28 12:22:23,Verified,MEDIUM,0,0,27.189596167008897,2024.0,5.0,2024-05-28,838.0
USR15187,Tanmayi Goda,BTEBB2846T,759448030800,2005-06-20,Ludhiana,Punjab,54581.0,Retired,,Verified,LOW,0,0,21.234770704996578,,,,
USR21657,Jatin Kant,WQVCW5026V,,1960-12-25,Pune,Maharashtra,14804.0,Farmer,,Verified,LOW,0,0,65.71937029431896,,,,
USR26741,NAKSH ATWAL,NLXHL5272I,,1993-08-26,Lucknow,Uttar Pradesh,,Self Employed,,Verified,LOW,0,0,33.05133470225873,,,,
USR19456,Rachit Sarraf,KSGHB4830Z,864886059037,1983-02-21,Delhi,Delhi,40509.0,Self Employed,,Verified,LOW,0,0,43.56194387405886,,,,
USR95837,Aditya Sethi,ZYSGB8651X,847956865487,1966-03-09,Ludhiana,Punjab,39562.0,Freelancer,,Verified,MEDIUM,0,0,60.51745379876797,,,,
90101,ANYA SANKAR,KWFNV8183L,669067710019,1975-05-02,Jalandhar,Punjab,,Freelancer,,Verified,UNKNOWN,0,0,51.370294318959616,,,,
USR13566,Jagvi Chand,NHQKP2069N,,1969-08-25,Kolkata,West Bengal,18027.0,Farmer,,Verified,LOW,0,0,57.054072553045856,,,,
USR79869,Arin Mani,BTVXT5159Y,402734767979,,Amritsar,Punjab,,Farmer,,Verified,LOW,8,1,,,,,
25377,DalajaButala,,,,Ludhiana,Punjab,16994.0,Business Owner,,Pending,HIGH,1,1,,,,,
USR43641,Benjamin Sundaram,JDAWH4616O,,1963-08-22,Hyderabad,Telangana,25251.0,Salaried,,Verified,LOW,0,0,63.063655030800824,,,,
USR13631,MAANAV BANIK,,073894185546,1971-02-27,Jaipur,Rajasthan,34703.0,Retired,,Verified,HIGH,0,0,55.54551676933607,,,,
USR94284,AADHYA BALA,QICIL2182B,561474645710,1972-06-08,Delhi,Delhi,,Salaried,,Verified,LOW,0,0,54.26694045174538,,,,
USR-28424,neel viswanathan,SEOXO0583K,879284889221,,Bengaluru,Karnataka,,Business Owner,,Verified,HIGH,0,0,,,,,
USR72028,Oeshi Mannan,,750254361254,1974-04-29,Jalandhar,Punjab,15752.0,Farmer,,Rejected,LOW,0,0,52.37782340862423,,,,
USR92076,Hemangini Tella,XQXEI9715L,496274638615,1960-02-28,Ludhiana,Punjab,43301.0,Retired,,Verified,MEDIUM,0,0,66.54346338124572,,,,
USR62867,Elijah Ghose,UUZOA2514N,859894975484,,Jaipur,Rajasthan,,Freelancer,2024-06-11 23:05:47,Pending,LOW,0,0,,2024.0,6.0,2024-06-11,824.0
USR12140,Widisha Bhatia,KFDYA8468S,,,Pune,Maharashtra,37442.0,Student,,Verified,LOW,8,1,,,,,
USR95369,Yutika Raman,SODRJ9823F,450712096803,1961-07-02,Jaipur,Rajasthan,21838.0,Salaried,,Pending,LOW,9,1,65.20191649555099,,,,
USR86733,Leela Sant,,271863737290,2000-04-10,Amritsar,Punjab,,Retired,,Verified,MEDIUM,0,0,26.428473648186174,,,,
USR65110,ANAMIKA LOKE,EOOFY4145A,,1967-08-08,Kolkata,West Bengal,30722.0,Gig Worker,,Verified,MEDIUM,9,1,59.10198494182067,,,,
USR73521,ParthBalasubramanian,JMYEI2879H,960416448249,1976-10-08,Bengaluru,Karnataka,22121.0,Self Employed,,Failed,UNKNOWN,0,0,49.93292265571527,,,,
USR38817,Nathaniel Bora,JHGVP8098O,266420139944,,Pune,Maharashtra,16724.0,Self Employed,2025-11-20 18:25:08,Verified,LOW,0,0,,2025.0,11.0,2025-11-20,297.0
USR21116,Daksh Hans,PUXJP9115D,203302111941,2007-04-10,Kolkata,West Bengal,,Salaried,,Verified,MEDIUM,0,0,19.430527036276523,,,,
USR67248,Jhalak Bail,EUMJZ8687L,714252873551,1963-09-25,Ludhiana,Punjab,87421.0,Salaried,,Verified,MEDIUM,0,0,62.97056810403833,,,,
USR88887,Christopher Kala,,793797379559,,Lucknow,Uttar Pradesh,49312.0,Unemployed,,Pending,LOW,0,0,,,,,
USR86369,madhav sengupta,BSBSC6347J,751777937119,1973-09-20,Chennai,Tamil Nadu,16441.0,Self Employed,,Pending,HIGH,0,0,52.982888432580424,,,,
USR68473,Amruta Gopal,FYUPF6975L,,1997-11-30,Jalandhar,Punjab,9299.0,Farmer,,Pending,LOW,9,1,28.788501026694046,,,,
USR16504,Vihaan Palan,AESXO9062Y,,2006-05-21,Ludhiana,Punjab,22917.0,Freelancer,,Verified,LOW,8,1,20.317590691307323,,,,
USR99198,RIYA PERI,VPFFB4687M,191744120676,1986-07-01,Amritsar,Punjab,77003.0,Freelancer,,Verified,LOW,0,0,40.205338809034906,,,,
USR75564,George Banerjee,,667428485464,1995-06-25,Amritsar,Punjab,,Student,,Verified,LOW,10,1,31.222450376454482,,,,
USR65376,Jagrati Aurora,JJBED7692J,639384007772,2005-07-16,Jaipur,Rajasthan,25446.0,Unemployed,2025-08-10 02:16:56,Verified,MEDIUM,0,0,21.163586584531142,2025.0,8.0,2025-08-10,400.0
USR86380,Ishaan Gulati,LAVNR7376F,509773418404,2003-04-10,Lucknow,Uttar Pradesh,,Business Owner,,Verified,LOW,0,0,23.430527036276523,,,,
USR84847,P00ja Lad,MNNZF8390C,,2001-06-16,Jalandhar,Punjab,,Freelancer,,Pending,LOW,0,0,25.245722108145106,,,,
USR14798,LAVANYA PARMER,LJJIS2353J,791375195086,1962-07-11,Hyderabad,Telangana,10473.0,Unemployed,,Verified,LOW,0,0,64.17796030116358,,,,
USR83364,FalakSetty,FXBDF3518T,778583604789,,Chennai,Tamil Nadu,31448.0,Retired,,Verified,LOW,0,0,,,,,
USR98645,Pratyush Taneja,,172040310731,1971-10-13,Mumbai,Maharashtra,13489.0,Retired,,Verified,LOW,0,0,54.92128678986995,,,,
USR71680,RANVEER VENKATARAMAN,KATSK4649G,353634467618,,Ludhiana,Punjab,26046.0,Retired,,Verified,MEDIUM,0,0,,,,,
USR43762,Eesha Krishnan,TZVRC6872V,,1986-08-06,Kolkata,West Bengal,35776.0,Farmer,,Verified,LOW,0,0,40.106776180698155,,,,
USR32193,Faris Ratti,RYAAT5611W,,1984-12-01,Amritsar,Punjab,140795.0,Self Employed,2025-08-28 13:05:57,Verified,HIGH,10,1,41.78507871321013,2025.0,8.0,2025-08-28,381.0
USR84871,Bina Salvi,LOMIL9379G,988125883824,1975-05-25,Delhi,Delhi,,Gig Worker,,Verified,LOW,0,0,51.30732375085558,,,,
USR21043,Anamika Chanda,GWVJR1864Z,433699229561,1993-02-03,Jalandhar,Punjab,,Freelancer,,Verified,LOW,0,0,33.609856262833674,,,,
USR62558,VEDA PALL,LIAJU7596J,909049633926,1994-03-19,Amritsar,Punjab,44588.0,Unemployed,,Verified,LOW,0,0,32.49007529089665,,,,
USR71077,Nitesh Chakrabarti,JGFTS0976C,943954305591,1985-12-09,Kolkata,West Bengal,27018.0,Self Employed,,Pending,LOW,8,1,40.76386036960986,,,,
USR99449,UTKARSH RATTAN,DXXUI9395S,,1982-10-30,Amritsar,Punjab,69733.0,Student,2025-01-14 12:29:14,Pending,LOW,10,1,43.87405886379192,2025.0,1.0,2025-01-14,607.0
USR15130,Yashodhara Sem,,809978353185,1976-10-21,Mumbai,Maharashtra,,Student,,Verified,LOW,0,0,49.89733059548254,,,,
USR95845,Amruta Bali,TEOAZ0617X,866052622724,,Jalandhar,Punjab,,Self Employed,,Verified,MEDIUM,0,0,,,,,
USR40168,Radhika Prasad,UEDKW4074G,672403263944,1968-12-04,Kolkata,West Bengal,,Salaried,,Verified,MEDIUM,0,0,57.776865160848736,,,,
USR19107,urmi issac,APRPS3325G,644696892326,1998-08-22,Bengaluru,Karnataka,30265.0,Business Owner,,Rejected,LOW,0,0,28.06297056810404,,,,
USR97352,Samuel Brahmbhatt,UNVJT3955X,287724418319,1980-07-23,Lucknow,Uttar Pradesh,,Freelancer,,Verified,LOW,0,0,46.143737166324435,,,,
USR55384,Ati Yohannan,MQYOO6696Q,341462683621,1980-05-04,Amritsar,Punjab,,Gig Worker,,Verified,UNKNOWN,0,0,46.362765229295,,,,
80001,Baljiwan Vyas,QPLZD3923L,,1981-07-13,Jaipur,Rajasthan,,Student,,Verified,LOW,0,0,45.17180013689254,,,,
USR25004,Januja Talwar,RBYEZ6322S,784166832799,1974-01-29,Mumbai,Maharashtra,26607.0,Farmer,,Verified,HIGH,0,0,52.62422997946612,,,,
USR92844,Azaan Raval,VPGIW2500S,,1960-02-19,Kolkata,West Bengal,26773.0,Freelancer,,Verified,LOW,0,0,66.5681040383299,,,,
USR95282,PETER BARAD,SUIXP2762F,089981372027,1970-02-25,Lucknow,Uttar Pradesh,20080.0,Salaried,,Verified,MEDIUM,0,0,56.550308008213555,,,,
USR97825,Nicholas Deol,VTLRF9892J,338073642849,1990-08-27,Kolkata,West Bengal,16256.0,Business Owner,,Verified,UNKNOWN,0,0,36.049281314168375,,,,
USR48563,F0rum Ma11,IEUSR0917V,,2005-10-01,Hyderabad,Telangana,14364.0,Salaried,,Verified,LOW,9,1,20.95277207392197,,,,
USR27344,Odika Boase,NIKMK0186K,,,Ludhiana,Punjab,33008.0,Freelancer,,Rejected,HIGH,0,0,,,,,
USR26293,jalsa minhas,FGJWZ2565V,361797979461,1989-05-26,Jalandhar,Punjab,20124.0,Salaried,,Verified,HIGH,0,0,37.30321697467488,,,,
USR80408,ANIKA CHAHAL,ZPLBR8954O,236710810920,1965-07-24,Kolkata,West Bengal,28144.0,Gig Worker,,Pending,MEDIUM,0,0,61.14168377823409,,,,
USR88484,triya tailor,HFKRA5555E,560395554530,1965-06-04,Jaipur,Rajasthan,58945.0,Salaried,,Pending,MEDIUM,0,0,61.27857631759069,,,,
USR93722,Yoshita Tripathi,PIMKF6986T,518690824064,1978-10-12,Chennai,Tamil Nadu,12572.0,Salaried,,Verified,MEDIUM,0,0,47.9233401779603,,,,
USR68152,Fiyaz Doctor,IZPZX1699T,651636661539,1990-07-15,Ludhiana,Punjab,49743.0,Salaried,,Verified,LOW,0,0,36.167008898015055,,,,
USR30783,Nihal Iyengar,JDSIR4961P,486905045603,1988-08-18,Pune,Maharashtra,12455.0,Gig Worker,,Verified,LOW,0,0,38.072553045859,,,,
USR67010,Ria Sharma,JFUVQ0919L,,2002-07-08,Hyderabad,Telangana,,Student,,Verified,LOW,0,0,24.186173853524984,,,,
USR45416,Aarush Rajagopal,ABJZP7912D,096362796513,,Lucknow,Uttar Pradesh,23837.0,Retired,,Verified,LOW,0,0,,,,,
USR72813,Balendra Kuruvilla,KSNRX1395B,314246840996,1992-09-22,Kolkata,West Bengal,,Unemployed,,Verified,LOW,8,1,33.97672826830938,,,,
USR47535,Wahab Mukhopadhyay,ZPWBH0578P,915981547703,2006-04-24,Chennai,Tamil Nadu,97067.0,Unemployed,,Verified,LOW,0,0,20.39151266255989,,,,
USR-25497,anjali dora,WBOHW1429R,,2007-11-24,Hyderabad,Telangana,7759.0,Freelancer,,Verified,LOW,1,1,18.806297056810404,,,,
USR34003,CHAITALY BATH,ZOTVO9366Z,088659042857,,Lucknow,Uttar Pradesh,21727.0,Self Employed,,Verified,LOW,0,0,,,,,
